epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,2646.18,0.99214,0.92127,1.18779,0.65719,0.67149,0.64537,0.46202,0.88903,0.81509,1.1131,0.008713,0.008713,0.008713
15,2907.29,0.9901,0.90056,1.18376,0.67473,0.69131,0.66376,0.48168,0.86458,0.77427,1.09528,0.008614,0.008614,0.008614
16,3168.26,0.95997,0.87435,1.16848,0.6639,0.70192,0.6585,0.4811,0.84863,0.80289,1.08833,0.008515,0.008515,0.008515
17,3429.04,0.94797,0.86212,1.16038,0.6599,0.68373,0.65431,0.48073,0.83772,0.76387,1.07787,0.008416,0.008416,0.008416
18,3693.41,0.92911,0.83475,1.14936,0.6735,0.69516,0.66462,0.48741,0.82492,0.70455,1.07145,0.008317,0.008317,0.008317
19,3962.02,0.93049,0.82943,1.14966,0.67435,0.70236,0.66914,0.4921,0.82678,0.73394,1.06617,0.008218,0.008218,0.008218
20,4228.13,0.91916,0.81134,1.1439,0.69572,0.7153,0.6875,0.50814,0.80967,0.66698,1.05757,0.008119,0.008119,0.008119
21,4491.69,0.90894,0.79887,1.13684,0.68425,0.73765,0.69174,0.50826,0.80352,0.6662,1.05737,0.00802,0.00802,0.00802
22,4756.78,0.90218,0.79088,1.13159,0.68772,0.73418,0.69285,0.51435,0.78329,0.65986,1.04016,0.007921,0.007921,0.007921
23,4976.14,0.88682,0.7656,1.1161,0.6781,0.745,0.69321,0.5207,0.7732,0.64923,1.03198,0.007822,0.007822,0.007822
24,5154.44,0.88014,0.75606,1.11598,0.68359,0.75397,0.6937,0.52071,0.76133,0.64649,1.02443,0.007723,0.007723,0.007723
25,5381.88,0.88065,0.75256,1.11587,0.68684,0.74059,0.69905,0.52393,0.7607,0.62659,1.02267,0.007624,0.007624,0.007624
26,5647.12,0.86934,0.73862,1.10165,0.6861,0.76338,0.69191,0.52307,0.7427,0.62974,1.01361,0.007525,0.007525,0.007525
27,5906.33,0.86466,0.72786,1.10023,0.68751,0.76789,0.7017,0.53449,0.73877,0.60875,1.00634,0.007426,0.007426,0.007426
28,6166.6,0.867,0.72552,1.10168,0.68285,0.76514,0.70167,0.53655,0.73576,0.61197,1.00157,0.007327,0.007327,0.007327
29,6446.89,0.85001,0.71545,1.0958,0.70188,0.76172,0.71029,0.54021,0.72916,0.59187,0.99871,0.007228,0.007228,0.007228
30,6712.33,0.84509,0.71222,1.08413,0.69958,0.78216,0.70823,0.54047,0.71594,0.58791,0.99191,0.007129,0.007129,0.007129
31,6978.24,0.82781,0.69225,1.08229,0.69752,0.77915,0.70919,0.54415,0.71691,0.5841,0.9922,0.00703,0.00703,0.00703
32,7243.91,0.83262,0.69071,1.08163,0.72078,0.77554,0.72848,0.55594,0.70473,0.55117,0.98532,0.006931,0.006931,0.006931
33,7508.31,0.82467,0.68156,1.07788,0.74559,0.77445,0.74415,0.57062,0.70003,0.53625,0.98225,0.006832,0.006832,0.006832
34,7773.07,0.81533,0.67815,1.06934,0.71682,0.79828,0.73079,0.56005,0.69522,0.54174,0.98055,0.006733,0.006733,0.006733
35,8039.94,0.81242,0.66122,1.06817,0.71877,0.78266,0.72805,0.56355,0.69849,0.53592,0.9811,0.006634,0.006634,0.006634
36,8307.11,0.80644,0.66287,1.06369,0.72306,0.78306,0.74426,0.57559,0.68799,0.52136,0.97225,0.006535,0.006535,0.006535
37,8572.19,0.80252,0.6515,1.06356,0.72969,0.79021,0.74357,0.57285,0.68617,0.52295,0.97281,0.006436,0.006436,0.006436
38,8836.27,0.79583,0.64775,1.0599,0.72025,0.79772,0.73933,0.57456,0.67844,0.52826,0.96491,0.006337,0.006337,0.006337
39,9100.89,0.79059,0.63842,1.05628,0.71488,0.80746,0.73661,0.57038,0.6739,0.51491,0.96517,0.006238,0.006238,0.006238
40,9365.87,0.78699,0.63764,1.05158,0.74935,0.7854,0.75347,0.57983,0.66303,0.49843,0.96152,0.006139,0.006139,0.006139
41,9578.09,0.78417,0.63133,1.04996,0.73278,0.7971,0.74046,0.57485,0.66715,0.49913,0.96197,0.00604,0.00604,0.00604
42,9758.91,0.77876,0.62319,1.04906,0.73495,0.79146,0.74344,0.57814,0.65668,0.50409,0.95685,0.005941,0.005941,0.005941
43,9956.17,0.77564,0.62505,1.04854,0.73349,0.80485,0.75245,0.59009,0.65197,0.4835,0.9487,0.005842,0.005842,0.005842
44,10136.4,0.77133,0.6201,1.04404,0.74474,0.80232,0.74992,0.58675,0.64515,0.48408,0.95111,0.005743,0.005743,0.005743
45,10316.3,0.76919,0.60642,1.03979,0.7463,0.81433,0.76262,0.59238,0.63964,0.46997,0.94312,0.005644,0.005644,0.005644
46,10496,0.75984,0.60746,1.03574,0.75838,0.82601,0.76694,0.5975,0.6398,0.46921,0.94028,0.005545,0.005545,0.005545
47,10675.8,0.76066,0.6,1.0354,0.73978,0.81124,0.75767,0.59381,0.63376,0.46389,0.94375,0.005446,0.005446,0.005446
48,10856,0.75279,0.59674,1.03196,0.7486,0.81822,0.7582,0.59563,0.62759,0.46163,0.93843,0.005347,0.005347,0.005347
49,11036.1,0.74977,0.58958,1.03063,0.75365,0.81456,0.75692,0.59922,0.62675,0.46271,0.93725,0.005248,0.005248,0.005248
50,11216.7,0.74689,0.58136,1.02927,0.7486,0.82124,0.75893,0.59746,0.62343,0.45519,0.93436,0.005149,0.005149,0.005149
51,11396.6,0.74033,0.57907,1.01972,0.75335,0.83388,0.76484,0.5994,0.61378,0.44714,0.92846,0.00505,0.00505,0.00505
52,11576.9,0.73273,0.57408,1.02029,0.75287,0.82516,0.76243,0.60231,0.61163,0.44218,0.9281,0.004951,0.004951,0.004951
53,11757.2,0.73334,0.56728,1.01758,0.76053,0.81399,0.76189,0.60183,0.60953,0.43994,0.92621,0.004852,0.004852,0.004852
54,11936.8,0.72871,0.56653,1.0183,0.76736,0.81652,0.76511,0.60783,0.60612,0.43921,0.92552,0.004753,0.004753,0.004753
55,12116.5,0.72534,0.56823,1.01911,0.75787,0.8261,0.76516,0.60901,0.60331,0.43747,0.92376,0.004654,0.004654,0.004654
56,12301.4,0.72046,0.56212,1.01341,0.75362,0.81442,0.7669,0.60908,0.59656,0.42847,0.91924,0.004555,0.004555,0.004555
57,12483.8,0.7143,0.55045,1.01114,0.76711,0.82475,0.77002,0.61068,0.59594,0.42434,0.91756,0.004456,0.004456,0.004456
58,12664.7,0.70766,0.54674,1.00483,0.76726,0.8136,0.7702,0.61233,0.59021,0.42142,0.91589,0.004357,0.004357,0.004357
59,12844.1,0.71106,0.55221,1.00804,0.76061,0.82691,0.77148,0.61584,0.58805,0.41954,0.91368,0.004258,0.004258,0.004258
60,13055.1,0.70397,0.54301,1.00499,0.76174,0.83227,0.77339,0.61793,0.585,0.41376,0.91466,0.004159,0.004159,0.004159
61,13262.5,0.69846,0.53714,1.0017,0.76163,0.82247,0.76907,0.61569,0.58564,0.41115,0.91346,0.00406,0.00406,0.00406
62,13450.8,0.69622,0.53189,1.00006,0.76554,0.82341,0.76688,0.61692,0.58235,0.41035,0.91009,0.003961,0.003961,0.003961
63,13645.6,0.69086,0.53073,0.9959,0.77021,0.83471,0.77149,0.61706,0.57786,0.40824,0.90947,0.003862,0.003862,0.003862
64,13850.8,0.69181,0.52141,0.99212,0.76987,0.81596,0.77064,0.61885,0.57474,0.40465,0.90638,0.003763,0.003763,0.003763
65,14054.7,0.69499,0.52921,0.99715,0.7748,0.82649,0.77447,0.62233,0.56862,0.39995,0.9028,0.003664,0.003664,0.003664
66,14256.7,0.68114,0.51412,0.98797,0.77183,0.82228,0.77305,0.62132,0.56802,0.39764,0.90269,0.003565,0.003565,0.003565
67,14457.4,0.67506,0.51543,0.98755,0.76952,0.80667,0.77285,0.621,0.56475,0.39608,0.90119,0.003466,0.003466,0.003466
68,14656.5,0.67631,0.51397,0.98937,0.76645,0.83309,0.77815,0.62693,0.56262,0.39344,0.89976,0.003367,0.003367,0.003367
69,14856.8,0.67134,0.50435,0.98935,0.7763,0.82866,0.7793,0.62461,0.55823,0.39072,0.8978,0.003268,0.003268,0.003268
70,15055.3,0.66756,0.50154,0.98518,0.77414,0.82067,0.78017,0.62569,0.55585,0.3882,0.89618,0.003169,0.003169,0.003169
71,15245.5,0.66618,0.50317,0.98603,0.77608,0.82919,0.77893,0.62893,0.55424,0.38723,0.89598,0.00307,0.00307,0.00307
72,15435.8,0.66613,0.50296,0.9846,0.78496,0.82727,0.78192,0.63145,0.54985,0.38572,0.89493,0.002971,0.002971,0.002971
73,15624.1,0.66682,0.49416,0.98088,0.78857,0.82352,0.78441,0.63293,0.54915,0.38311,0.89314,0.002872,0.002872,0.002872
74,15812.3,0.6507,0.48547,0.97834,0.78804,0.83553,0.78517,0.6344,0.54577,0.37898,0.89164,0.002773,0.002773,0.002773
75,16001,0.64455,0.47972,0.97004,0.78709,0.8387,0.789,0.6374,0.5442,0.37529,0.88896,0.002674,0.002674,0.002674
76,16188.2,0.64541,0.48273,0.9729,0.77221,0.8403,0.7844,0.63695,0.54065,0.37376,0.8885,0.002575,0.002575,0.002575
77,16375.5,0.64138,0.47707,0.96871,0.78135,0.83244,0.78281,0.63576,0.53838,0.37373,0.88738,0.002476,0.002476,0.002476
78,16566.9,0.6402,0.4728,0.96778,0.78358,0.82546,0.78254,0.63758,0.53678,0.36994,0.88594,0.002377,0.002377,0.002377
79,16757.6,0.63753,0.47146,0.96629,0.77783,0.83619,0.78383,0.63799,0.53436,0.36833,0.88568,0.002278,0.002278,0.002278
80,16946.1,0.63463,0.46639,0.96574,0.78565,0.83665,0.78574,0.63945,0.5324,0.36643,0.88595,0.002179,0.002179,0.002179
81,17135.9,0.63147,0.46176,0.96658,0.7809,0.84509,0.78597,0.6405,0.53023,0.36521,0.88478,0.00208,0.00208,0.00208
82,17316.2,0.62463,0.45688,0.95937,0.78755,0.83951,0.78715,0.6414,0.5283,0.36426,0.88258,0.001981,0.001981,0.001981
83,17495.9,0.62306,0.45885,0.96049,0.78723,0.84066,0.7867,0.64225,0.52549,0.36028,0.8808,0.001882,0.001882,0.001882
84,17675.1,0.61972,0.45351,0.96054,0.79183,0.83423,0.78876,0.64286,0.52443,0.35868,0.88074,0.001783,0.001783,0.001783
85,17853,0.61727,0.44953,0.95871,0.78479,0.83756,0.7893,0.64378,0.52321,0.35653,0.88028,0.001684,0.001684,0.001684
86,18030.5,0.60962,0.44587,0.95315,0.77414,0.84553,0.79045,0.6437,0.52079,0.35538,0.8787,0.001585,0.001585,0.001585
87,18198.9,0.60905,0.44738,0.95741,0.78747,0.83783,0.78958,0.64521,0.5195,0.3538,0.87772,0.001486,0.001486,0.001486
88,18366.7,0.59918,0.4371,0.94964,0.78252,0.83749,0.78953,0.6446,0.51753,0.35223,0.87633,0.001387,0.001387,0.001387
89,18536.7,0.60032,0.43738,0.95194,0.77343,0.84176,0.78916,0.6449,0.51584,0.35108,0.87588,0.001288,0.001288,0.001288
90,18705,0.59545,0.43261,0.94865,0.76994,0.83866,0.78796,0.64545,0.51479,0.34989,0.87592,0.001189,0.001189,0.001189
91,18876.2,0.54284,0.3644,0.91052,0.76909,0.83881,0.78724,0.64615,0.51359,0.3487,0.87577,0.00109,0.00109,0.00109
92,19044,0.54061,0.36128,0.90924,0.76288,0.84351,0.78718,0.64668,0.51163,0.3471,0.87437,0.000991,0.000991,0.000991
93,19211.8,0.53874,0.35896,0.90647,0.76246,0.83589,0.78728,0.64644,0.50975,0.3464,0.87284,0.000892,0.000892,0.000892
94,19380.3,0.5277,0.35215,0.9026,0.7612,0.83317,0.78751,0.64826,0.50809,0.34513,0.8716,0.000793,0.000793,0.000793
95,19550.8,0.52313,0.34759,0.89962,0.76938,0.82429,0.78658,0.64758,0.50713,0.34413,0.8714,0.000694,0.000694,0.000694
96,19724.5,0.52336,0.34679,0.90003,0.77143,0.82703,0.78668,0.64782,0.50584,0.34321,0.87066,0.000595,0.000595,0.000595
97,19895.3,0.52053,0.3423,0.89818,0.76955,0.82726,0.78579,0.64757,0.50486,0.343,0.87013,0.000496,0.000496,0.000496
98,20064.8,0.51507,0.33866,0.89422,0.77558,0.82025,0.7868,0.64745,0.50354,0.34252,0.86947,0.000397,0.000397,0.000397
99,20234.5,0.51119,0.33621,0.89749,0.77336,0.82155,0.78558,0.6476,0.5025,0.3417,0.86905,0.000298,0.000298,0.000298
100,20406.8,0.51001,0.33433,0.89511,0.78071,0.8127,0.7858,0.64786,0.50156,0.34109,0.86866,0.000199,0.000199,0.000199
