epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,6050.75,0.97981,0.91665,1.15975,0.7476,0.66443,0.7225,0.53313,0.91705,0.80629,1.11398,0.000802,0.000802,0.000802
22,6429,0.96329,0.88536,1.15169,0.77588,0.68379,0.73647,0.54208,0.92488,0.81271,1.12832,0.0007921,0.0007921,0.0007921
23,6798.45,0.96661,0.89225,1.14905,0.76361,0.68035,0.73837,0.54498,0.90897,0.78069,1.1186,0.0007822,0.0007822,0.0007822
24,7174.45,0.94647,0.87394,1.13941,0.76783,0.6914,0.74448,0.55254,0.90238,0.76302,1.112,0.0007723,0.0007723,0.0007723
25,7542.5,0.94435,0.85262,1.14423,0.77481,0.68894,0.7399,0.55165,0.88527,0.75699,1.10447,0.0007624,0.0007624,0.0007624
26,7913.44,0.935,0.8455,1.13342,0.77332,0.70049,0.75509,0.56339,0.88209,0.73087,1.09824,0.0007525,0.0007525,0.0007525
27,8164.44,0.92296,0.84225,1.12985,0.77911,0.69203,0.75345,0.55985,0.86927,0.72619,1.08175,0.0007426,0.0007426,0.0007426
28,8372.5,0.92102,0.82936,1.12558,0.78878,0.68468,0.75317,0.56048,0.87018,0.7503,1.0802,0.0007327,0.0007327,0.0007327
29,8604.46,0.9124,0.82604,1.11955,0.75657,0.70926,0.75287,0.56592,0.86889,0.73753,1.08425,0.0007228,0.0007228,0.0007228
30,8800.56,0.90141,0.80141,1.11402,0.78198,0.70938,0.76145,0.57116,0.86119,0.72224,1.07862,0.0007129,0.0007129,0.0007129
31,8995.91,0.90059,0.80089,1.11452,0.78006,0.70901,0.7624,0.57368,0.85371,0.70805,1.07437,0.000703,0.000703,0.000703
32,9230.05,0.89157,0.7938,1.10896,0.78539,0.70911,0.76625,0.57554,0.85402,0.70462,1.07552,0.0006931,0.0006931,0.0006931
33,9464.89,0.89024,0.78561,1.1075,0.80428,0.71229,0.77365,0.58208,0.84088,0.68824,1.06343,0.0006832,0.0006832,0.0006832
34,9700.01,0.87708,0.77016,1.1006,0.78552,0.71937,0.77241,0.58538,0.83845,0.69023,1.06173,0.0006733,0.0006733,0.0006733
35,9954.21,0.8737,0.76524,1.09786,0.79433,0.7204,0.77874,0.59103,0.82632,0.68008,1.05621,0.0006634,0.0006634,0.0006634
36,10190.2,0.86587,0.75392,1.09451,0.79676,0.71822,0.77395,0.58473,0.83805,0.67409,1.06974,0.0006535,0.0006535,0.0006535
37,10421.5,0.86572,0.74912,1.09216,0.79798,0.71783,0.77934,0.58848,0.82596,0.67853,1.05556,0.0006436,0.0006436,0.0006436
38,10614.8,0.85916,0.74498,1.08879,0.8022,0.7173,0.78007,0.59389,0.81952,0.65981,1.05195,0.0006337,0.0006337,0.0006337
39,10808.1,0.85752,0.74162,1.08383,0.79672,0.71967,0.77922,0.59051,0.82188,0.66084,1.04819,0.0006238,0.0006238,0.0006238
40,11000.9,0.84797,0.7326,1.07869,0.79682,0.72881,0.78243,0.59704,0.8066,0.65341,1.04164,0.0006139,0.0006139,0.0006139
41,11195,0.84706,0.72746,1.07873,0.78264,0.73808,0.78963,0.60078,0.81727,0.64642,1.05165,0.000604,0.000604,0.000604
42,11388.6,0.85204,0.73814,1.08153,0.79659,0.73113,0.78535,0.59867,0.80994,0.63548,1.04952,0.0005941,0.0005941,0.0005941
43,11581.2,0.84088,0.71704,1.07319,0.80791,0.72855,0.7896,0.60219,0.80484,0.63356,1.0383,0.0005842,0.0005842,0.0005842
44,11774.3,0.83669,0.70745,1.07283,0.77238,0.74346,0.78736,0.60314,0.80691,0.63112,1.04426,0.0005743,0.0005743,0.0005743
45,11972.7,0.82855,0.71028,1.07447,0.78403,0.74442,0.79178,0.60574,0.79661,0.63088,1.03255,0.0005644,0.0005644,0.0005644
46,12165.6,0.82771,0.70879,1.06953,0.7787,0.75184,0.79436,0.60773,0.7946,0.61796,1.03467,0.0005545,0.0005545,0.0005545
47,12358.1,0.81847,0.6906,1.06276,0.80624,0.74226,0.79848,0.61322,0.7896,0.61292,1.03002,0.0005446,0.0005446,0.0005446
48,12550.8,0.81301,0.68104,1.06176,0.7918,0.74176,0.79441,0.60932,0.78871,0.60772,1.02999,0.0005347,0.0005347,0.0005347
49,12743.5,0.81425,0.68787,1.06324,0.78623,0.74437,0.79323,0.6132,0.7762,0.60552,1.02097,0.0005248,0.0005248,0.0005248
50,12935.9,0.80673,0.67672,1.05658,0.80801,0.74482,0.7993,0.61515,0.77818,0.60042,1.02031,0.0005149,0.0005149,0.0005149
51,13128.6,0.80611,0.67062,1.05458,0.80162,0.74472,0.7987,0.61742,0.77324,0.59956,1.01876,0.000505,0.000505,0.000505
52,13321.7,0.80242,0.66987,1.05335,0.8019,0.74432,0.79974,0.6174,0.7799,0.6033,1.022,0.0004951,0.0004951,0.0004951
53,13514.5,0.79463,0.6562,1.05562,0.80431,0.74805,0.80018,0.61889,0.77379,0.59894,1.01582,0.0004852,0.0004852,0.0004852
54,13707.5,0.79049,0.65189,1.04792,0.79493,0.7425,0.79804,0.61757,0.77039,0.5975,1.01498,0.0004753,0.0004753,0.0004753
55,13900,0.78493,0.6479,1.04683,0.79762,0.75489,0.80145,0.61959,0.76814,0.59386,1.0141,0.0004654,0.0004654,0.0004654
56,14092.9,0.78933,0.64973,1.04027,0.80069,0.75782,0.80557,0.62465,0.75966,0.58788,1.00726,0.0004555,0.0004555,0.0004555
57,14285.4,0.77783,0.63949,1.04265,0.8154,0.75088,0.80509,0.62527,0.76141,0.58596,1.00927,0.0004456,0.0004456,0.0004456
58,14478.3,0.77023,0.6315,1.03337,0.80818,0.75218,0.80826,0.6279,0.75492,0.57572,1.00114,0.0004357,0.0004357,0.0004357
59,14670.5,0.76917,0.62966,1.03345,0.81698,0.75497,0.80702,0.62754,0.75523,0.57491,1.00225,0.0004258,0.0004258,0.0004258
60,14862.6,0.76628,0.62949,1.03525,0.82097,0.75574,0.81075,0.63113,0.75046,0.57415,1.00127,0.0004159,0.0004159,0.0004159
61,15055.8,0.76791,0.62617,1.0343,0.81627,0.75697,0.80759,0.62985,0.74836,0.57244,1.00064,0.000406,0.000406,0.000406
62,15248,0.76595,0.62018,1.03277,0.81265,0.75383,0.80977,0.63132,0.74711,0.56781,1.00191,0.0003961,0.0003961,0.0003961
63,15440.5,0.7553,0.61255,1.02535,0.80914,0.75825,0.81113,0.63126,0.7443,0.56545,0.99463,0.0003862,0.0003862,0.0003862
64,15632.7,0.75228,0.61373,1.0246,0.82391,0.75785,0.81492,0.63519,0.74117,0.563,0.99547,0.0003763,0.0003763,0.0003763
65,15825.3,0.75104,0.61255,1.02504,0.82573,0.75355,0.81211,0.6337,0.73987,0.56078,0.99325,0.0003664,0.0003664,0.0003664
66,16021.9,0.74937,0.59926,1.02093,0.82285,0.75869,0.81258,0.6374,0.7376,0.55657,0.99185,0.0003565,0.0003565,0.0003565
67,16214.6,0.74833,0.60199,1.0241,0.81563,0.76343,0.81257,0.63691,0.73808,0.55738,0.99311,0.0003466,0.0003466,0.0003466
68,16406.5,0.74183,0.59544,1.02039,0.81945,0.76364,0.81467,0.63883,0.73371,0.55279,0.98958,0.0003367,0.0003367,0.0003367
69,16599,0.73753,0.59337,1.01859,0.82912,0.76513,0.81656,0.6406,0.73192,0.55012,0.99135,0.0003268,0.0003268,0.0003268
70,16791.7,0.73156,0.58331,1.01178,0.82292,0.7647,0.81516,0.64158,0.73375,0.55529,0.99264,0.0003169,0.0003169,0.0003169
71,16984.4,0.72205,0.57178,1.01007,0.82534,0.76613,0.8175,0.64237,0.73194,0.55352,0.99184,0.000307,0.000307,0.000307
72,17177.6,0.72525,0.58116,1.01734,0.82356,0.7678,0.81746,0.64257,0.72808,0.54826,0.98874,0.0002971,0.0002971,0.0002971
73,17370.8,0.73354,0.58375,1.01233,0.81999,0.7738,0.81997,0.64402,0.72459,0.54628,0.98418,0.0002872,0.0002872,0.0002872
74,17563.9,0.71432,0.56482,1.00378,0.81104,0.77614,0.8173,0.6427,0.72368,0.54859,0.98428,0.0002773,0.0002773,0.0002773
75,17756.5,0.71346,0.56778,1.00688,0.81919,0.76383,0.81898,0.64394,0.72532,0.54233,0.98478,0.0002674,0.0002674,0.0002674
76,17949,0.71322,0.5635,1.00269,0.82273,0.77052,0.82045,0.64659,0.72411,0.54098,0.98694,0.0002575,0.0002575,0.0002575
77,18142.1,0.71066,0.55676,1.00356,0.8269,0.77047,0.82154,0.64668,0.72384,0.54085,0.99036,0.0002476,0.0002476,0.0002476
78,18335,0.70867,0.56008,1.00247,0.82404,0.78017,0.82376,0.64891,0.72019,0.53664,0.98652,0.0002377,0.0002377,0.0002377
79,18528.2,0.70506,0.55587,0.99843,0.82373,0.7759,0.82437,0.64848,0.7196,0.53574,0.98423,0.0002278,0.0002278,0.0002278
80,18720.5,0.69894,0.54943,0.99506,0.82819,0.77292,0.82219,0.64948,0.71945,0.53643,0.98563,0.0002179,0.0002179,0.0002179
81,18913.3,0.69828,0.54483,0.99833,0.82216,0.77481,0.82121,0.64857,0.71727,0.5381,0.98379,0.000208,0.000208,0.000208
82,19105.7,0.69192,0.54101,0.99495,0.81964,0.77915,0.82192,0.64862,0.71655,0.53671,0.98197,0.0001981,0.0001981,0.0001981
83,19298.3,0.69422,0.53976,0.99403,0.82757,0.77733,0.82381,0.6505,0.71524,0.53506,0.98138,0.0001882,0.0001882,0.0001882
84,19492.5,0.68124,0.52639,0.98639,0.82282,0.7778,0.82364,0.6517,0.71222,0.53166,0.98194,0.0001783,0.0001783,0.0001783
85,19685.2,0.68683,0.53514,0.99183,0.82641,0.7732,0.82201,0.65154,0.71147,0.53292,0.97989,0.0001684,0.0001684,0.0001684
86,19877.8,0.67707,0.52875,0.99029,0.82124,0.77923,0.82289,0.65173,0.71321,0.53049,0.98097,0.0001585,0.0001585,0.0001585
87,20070.7,0.68552,0.52833,0.99317,0.82208,0.78286,0.8241,0.65243,0.71188,0.52619,0.97986,0.0001486,0.0001486,0.0001486
88,20263.6,0.68117,0.52896,0.98882,0.82468,0.77928,0.82461,0.65342,0.71207,0.52667,0.98151,0.0001387,0.0001387,0.0001387
89,20456.3,0.67128,0.51575,0.9844,0.8251,0.7784,0.82606,0.65442,0.7097,0.52349,0.98002,0.0001288,0.0001288,0.0001288
90,20648.6,0.6663,0.51641,0.98202,0.83096,0.77527,0.82557,0.65495,0.70925,0.5233,0.97882,0.0001189,0.0001189,0.0001189
91,20835.3,0.60825,0.4273,0.94146,0.83879,0.76592,0.82461,0.65381,0.71029,0.52513,0.97987,0.000109,0.000109,0.000109
92,21021.1,0.60026,0.42245,0.93551,0.83375,0.7698,0.82467,0.65477,0.71194,0.52448,0.98211,9.91e-05,9.91e-05,9.91e-05
93,21206.6,0.59685,0.41871,0.93319,0.82509,0.77166,0.82484,0.6554,0.71048,0.52401,0.98153,8.92e-05,8.92e-05,8.92e-05
94,21392.6,0.60005,0.41564,0.9317,0.82573,0.77328,0.82481,0.65546,0.70854,0.52311,0.98002,7.93e-05,7.93e-05,7.93e-05
95,21578.7,0.58994,0.40899,0.93048,0.82755,0.7738,0.82508,0.65536,0.70809,0.52358,0.97987,6.94e-05,6.94e-05,6.94e-05
96,21764.2,0.58694,0.40657,0.92657,0.82629,0.77434,0.82578,0.65527,0.70796,0.52427,0.97941,5.95e-05,5.95e-05,5.95e-05
97,21950,0.57996,0.40163,0.9259,0.82604,0.77492,0.82566,0.65618,0.70695,0.52228,0.97897,4.96e-05,4.96e-05,4.96e-05
98,22136.3,0.58372,0.39977,0.9262,0.82418,0.77635,0.82569,0.65615,0.70565,0.52172,0.97718,3.97e-05,3.97e-05,3.97e-05
99,22321.9,0.57622,0.39824,0.92298,0.82517,0.77421,0.82536,0.65674,0.70516,0.52212,0.97702,2.98e-05,2.98e-05,2.98e-05
100,22508.7,0.57839,0.39555,0.9233,0.8271,0.77544,0.82579,0.65713,0.70325,0.52119,0.97627,1.99e-05,1.99e-05,1.99e-05
