epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,31208,0.6902,0.51358,0.97701,0.85223,0.79793,0.8493,0.67954,0.69586,0.48672,0.95638,0.002872,0.002872,0.002872
146,31395.8,0.68313,0.51393,0.97858,0.85083,0.80038,0.84936,0.67978,0.69585,0.48676,0.95619,0.0028225,0.0028225,0.0028225
147,31588.7,0.68094,0.5124,0.97369,0.85248,0.80067,0.84974,0.67991,0.69585,0.48677,0.95631,0.002773,0.002773,0.002773
148,31786.7,0.68857,0.5169,0.97799,0.85203,0.80091,0.84986,0.67959,0.696,0.48657,0.95665,0.0027235,0.0027235,0.0027235
149,31983.3,0.68071,0.50792,0.97569,0.85133,0.80106,0.84948,0.67925,0.69575,0.4864,0.95652,0.002674,0.002674,0.002674
150,32190,0.68077,0.51063,0.97608,0.85227,0.80171,0.84942,0.67943,0.69546,0.48602,0.95624,0.0026245,0.0026245,0.0026245
151,32490.5,0.68249,0.50956,0.97563,0.85258,0.80145,0.84965,0.67947,0.69556,0.48562,0.95638,0.002575,0.002575,0.002575
152,32788.8,0.67716,0.50421,0.96965,0.85216,0.80218,0.84994,0.67973,0.6949,0.48528,0.9556,0.0025255,0.0025255,0.0025255
153,33084.4,0.67195,0.50252,0.97161,0.85314,0.80222,0.84988,0.67973,0.69421,0.48453,0.95532,0.002476,0.002476,0.002476
154,33380.6,0.67331,0.50218,0.97029,0.8523,0.80258,0.84973,0.68002,0.69372,0.48449,0.95526,0.0024265,0.0024265,0.0024265
155,33674.5,0.67386,0.49917,0.96571,0.85225,0.80201,0.84932,0.67989,0.6937,0.48426,0.95545,0.002377,0.002377,0.002377
156,33970.4,0.67875,0.50741,0.97041,0.85287,0.80123,0.84878,0.67998,0.69361,0.48379,0.95552,0.0023275,0.0023275,0.0023275
157,34254.2,0.67253,0.49929,0.96775,0.85179,0.8016,0.84888,0.68044,0.69346,0.48353,0.95531,0.002278,0.002278,0.002278
158,34548.5,0.67252,0.49598,0.96867,0.8515,0.80221,0.84911,0.68042,0.69313,0.48324,0.95516,0.0022285,0.0022285,0.0022285
159,34843.2,0.66302,0.49551,0.96499,0.85069,0.80274,0.84934,0.68051,0.69304,0.483,0.95526,0.002179,0.002179,0.002179
160,35137.1,0.65935,0.48607,0.96318,0.84904,0.80429,0.84944,0.6807,0.6928,0.48285,0.95543,0.0021295,0.0021295,0.0021295
161,35375.6,0.66055,0.48915,0.96371,0.8505,0.80305,0.84941,0.68069,0.69249,0.4823,0.95526,0.00208,0.00208,0.00208
162,35579.5,0.66292,0.48663,0.96367,0.85062,0.80356,0.84992,0.68132,0.69171,0.48209,0.95487,0.0020305,0.0020305,0.0020305
163,35779.6,0.65879,0.4845,0.96176,0.85148,0.80296,0.85006,0.68136,0.69146,0.48151,0.95491,0.001981,0.001981,0.001981
164,36069.8,0.65909,0.48752,0.96647,0.85233,0.80305,0.85012,0.68157,0.6917,0.48162,0.95511,0.0019315,0.0019315,0.0019315
165,36283.6,0.65486,0.48479,0.96067,0.85197,0.80319,0.85023,0.68143,0.69155,0.48157,0.95504,0.001882,0.001882,0.001882
166,36470.6,0.65371,0.48406,0.96068,0.85244,0.80313,0.85009,0.68137,0.69126,0.48119,0.95505,0.0018325,0.0018325,0.0018325
167,36657.1,0.64619,0.47542,0.95639,0.85285,0.804,0.85068,0.68149,0.69089,0.48129,0.95492,0.001783,0.001783,0.001783
168,36844,0.64807,0.4759,0.95807,0.85163,0.80413,0.8506,0.68141,0.69108,0.48117,0.95493,0.0017335,0.0017335,0.0017335
169,37031.2,0.64901,0.48025,0.95884,0.85369,0.80279,0.85037,0.68166,0.6909,0.48081,0.95489,0.001684,0.001684,0.001684
170,37218,0.64643,0.47544,0.95804,0.85344,0.80289,0.85049,0.6815,0.69071,0.48051,0.9548,0.0016345,0.0016345,0.0016345
171,37414.2,0.64233,0.47192,0.95536,0.85504,0.80214,0.85032,0.68144,0.69033,0.48041,0.9546,0.001585,0.001585,0.001585
172,37614.7,0.64168,0.47342,0.95561,0.85439,0.80203,0.85072,0.68178,0.69014,0.48032,0.95449,0.0015355,0.0015355,0.0015355
173,37890.8,0.64549,0.47743,0.95889,0.85167,0.80414,0.85082,0.6819,0.69011,0.48016,0.95458,0.001486,0.001486,0.001486
174,38194.1,0.64434,0.47524,0.95686,0.85016,0.80567,0.85063,0.68187,0.68975,0.48042,0.95452,0.0014365,0.0014365,0.0014365
175,38493,0.63609,0.46556,0.95587,0.85134,0.80374,0.85047,0.6819,0.68988,0.48013,0.9546,0.001387,0.001387,0.001387
176,38784.6,0.62884,0.46518,0.9521,0.8498,0.80535,0.85066,0.68192,0.68979,0.48028,0.9546,0.0013375,0.0013375,0.0013375
177,39081.7,0.63457,0.46321,0.95231,0.85201,0.80425,0.85074,0.6821,0.68969,0.48004,0.95463,0.001288,0.001288,0.001288
178,39342.7,0.6283,0.45791,0.95108,0.85205,0.8045,0.85119,0.68191,0.6897,0.48019,0.95477,0.0012385,0.0012385,0.0012385
179,39639.2,0.63298,0.46104,0.95298,0.85323,0.80393,0.85093,0.68208,0.68939,0.48029,0.95481,0.001189,0.001189,0.001189
180,39915.7,0.63384,0.46337,0.95215,0.85274,0.80455,0.85115,0.6821,0.68959,0.48012,0.95502,0.0011395,0.0011395,0.0011395
181,40206.9,0.625,0.45434,0.95137,0.85299,0.80375,0.85109,0.68222,0.68935,0.48003,0.95501,0.00109,0.00109,0.00109
182,40496.5,0.633,0.46327,0.95522,0.85368,0.80382,0.85166,0.68222,0.68902,0.47989,0.95505,0.0010405,0.0010405,0.0010405
183,40792.2,0.62448,0.4561,0.9498,0.85392,0.80345,0.85146,0.68234,0.68915,0.47986,0.95517,0.000991,0.000991,0.000991
184,41088.8,0.62082,0.45467,0.94643,0.85461,0.80293,0.85142,0.68203,0.68902,0.4798,0.95518,0.0009415,0.0009415,0.0009415
185,41384.2,0.6219,0.45225,0.94617,0.85631,0.80261,0.85148,0.6823,0.6893,0.47945,0.95561,0.000892,0.000892,0.000892
186,41680.1,0.62025,0.44805,0.94486,0.85556,0.8024,0.85134,0.6824,0.6893,0.47955,0.95558,0.0008425,0.0008425,0.0008425
187,41977.3,0.62289,0.45206,0.95016,0.85697,0.80207,0.85137,0.68244,0.6893,0.47945,0.95566,0.000793,0.000793,0.000793
